Team,Madness,Years,AST,TO,Ratio,TPG,3FG%,PTS,PPG,ORebs,DRebs,REB,RPG,FGM_y,FGA_y,FT,FTA,FT%
Norfolk St. (MEAC),0.0,22-23,424,434,0.98,13.151515151515152,33.9,"2,501",75.8,362,823,"1,185",35.91,876,"1,854",524,704,74.4
Tennessee St. (OVC),0.0,22-23,427,403,1.06,12.59375,35.0,"2,499",78.1,336,828,"1,164",36.38,868,"1,935",482,694,69.5
Radford (Big South),0.0,22-23,426,426,1.0,11.833333333333334,35.9,"2,496",69.3,370,832,"1,202",33.39,931,"2,023",399,579,68.9
Michigan (Big Ten),0.0,22-23,414,356,1.16,10.470588235294118,35.1,"2,494",73.4,300,948,"1,248",36.71,898,"1,994",437,615,71.1
Saint Louis (Atlantic 10),0.0,22-23,543,399,1.36,12.090909090909092,35.7,"2,493",75.5,335,919,"1,254",38.0,921,"1,970",421,576,73.1
Southeastern La. (Southland),0.0,22-23,453,390,1.16,12.1875,36.9,"2,483",77.6,329,778,"1,107",34.59,889,"1,942",457,616,74.2
South Alabama (Sun Belt),0.0,22-23,399,342,1.17,9.771428571428572,34.5,"2,483",70.9,242,901,"1,143",32.66,955,"2,036",307,447,68.7
Houston Christian (Southland),0.0,22-23,474,489,0.97,15.28125,36.5,"2,482",77.6,330,767,"1,097",34.28,851,"1,863",515,717,71.8
Buffalo (MAC),0.0,22-23,470,452,1.04,14.125,32.2,"2,481",77.5,377,831,"1,208",37.75,906,"2,000",445,632,70.4
VCU (Atlantic 10),1.0,22-23,456,468,0.97,13.371428571428572,34.8,"2,480",70.9,324,837,"1,161",33.17,864,"1,867",540,776,69.6
Tulane (AAC),0.0,22-23,485,351,1.38,11.32258064516129,33.8,"2,478",79.9,211,826,"1,037",33.45,861,"1,873",515,663,77.7
Auburn (SEC),1.0,22-23,479,414,1.16,12.176470588235292,31.5,"2,474",72.8,396,835,"1,231",36.21,875,"1,991",503,723,69.6
Bradley (MVC),0.0,22-23,465,409,1.14,11.685714285714283,35.5,"2,473",70.7,341,899,"1,240",35.43,917,"1,989",363,546,66.5
Saint Mary's (CA) (WCC),1.0,22-23,439,373,1.18,10.657142857142857,36.5,"2,473",70.7,371,865,"1,236",35.31,888,"1,952",434,625,69.4
Duquesne (Atlantic 10),0.0,22-23,505,395,1.28,11.969696969696969,36.6,"2,472",74.9,410,767,"1,177",35.67,897,"2,052",376,542,69.4
Vermont (America East),1.0,22-23,465,318,1.46,9.352941176470589,35.8,"2,471",72.7,220,845,"1,065",31.32,901,"1,901",377,541,69.7
Wofford (SoCon),0.0,22-23,412,361,1.14,10.93939393939394,33.0,"2,466",74.7,312,776,"1,088",32.97,906,"1,916",407,552,73.7
UC Riverside (Big West),0.0,22-23,450,417,1.08,12.264705882352942,36.2,"2,463",72.4,390,861,"1,251",36.79,906,"2,047",367,526,69.8
Akron (MAC),0.0,22-23,443,370,1.2,11.212121212121213,35.5,"2,463",74.6,335,843,"1,178",35.7,844,"1,898",475,643,73.9
Northwestern St. (Southland),0.0,22-23,415,393,1.06,11.909090909090908,36.1,"2,463",74.6,400,714,"1,114",33.76,900,"2,024",385,547,70.4
SIUE (OVC),0.0,22-23,407,421,0.97,12.757575757575758,32.9,"2,463",74.6,372,850,"1,222",37.03,834,"1,917",559,767,72.9
Oklahoma St. (Big 12),0.0,22-23,452,507,0.89,14.083333333333334,31.0,"2,458",68.3,410,935,"1,345",37.36,875,"2,046",461,664,69.4
Sam Houston (WAC),0.0,22-23,460,446,1.03,13.117647058823527,37.9,"2,454",72.2,388,862,"1,250",36.76,894,"1,961",389,575,67.7
Illinois (Big Ten),1.0,22-23,409,426,0.96,12.909090909090908,30.8,"2,452",74.3,366,882,"1,248",37.82,874,"1,946",453,667,67.9
Boise St. (Mountain West),1.0,22-23,385,379,1.02,11.147058823529411,36.2,"2,451",72.1,307,908,"1,215",35.74,878,"1,938",430,587,73.3
Belmont (MVC),0.0,22-23,488,365,1.34,11.40625,38.8,"2,447",76.5,267,788,"1,055",32.97,898,"1,902",344,474,72.6
North Ala. (ASUN),0.0,22-23,378,373,1.01,11.303030303030305,37.0,"2,446",74.1,282,863,"1,145",34.7,892,"1,949",410,578,70.9
Ball St. (MAC),0.0,22-23,422,391,1.08,12.21875,36.9,"2,445",76.4,337,810,"1,147",35.84,841,"1,785",523,759,68.9
Colorado (Pac-12),0.0,22-23,454,463,0.98,13.228571428571428,32.2,"2,445",69.9,388,912,"1,300",37.14,894,"2,059",428,616,69.5
George Washington (Atlantic 10),0.0,22-23,406,403,1.01,12.59375,32.1,"2,441",76.3,284,834,"1,118",34.94,869,"1,849",475,644,73.8
Maryland (Big Ten),1.0,22-23,398,373,1.07,10.657142857142857,32.8,"2,440",69.7,342,833,"1,175",33.57,862,"1,925",483,660,73.2
Southern Miss. (Sun Belt),0.0,22-23,489,403,1.21,12.212121212121213,32.2,"2,436",73.8,366,837,"1,203",36.45,881,"1,937",444,622,71.4
UCF (AAC),0.0,22-23,469,452,1.04,13.294117647058824,35.3,"2,432",71.5,393,797,"1,190",35.0,848,"1,980",441,572,77.1
Tennessee Tech (OVC),0.0,22-23,476,416,1.14,12.606060606060606,36.4,"2,432",73.7,310,849,"1,159",35.12,860,"1,967",410,570,71.9
SFA (WAC),0.0,22-23,482,493,0.98,15.40625,38.2,"2,427",75.8,342,760,"1,102",34.44,867,"1,834",490,684,71.6
Texas Southern (SWAC),1.0,22-23,412,511,0.81,14.6,27.7,"2,422",69.2,405,908,"1,313",37.51,894,"2,095",471,709,66.4
Pepperdine (WCC),0.0,22-23,469,436,1.08,14.064516129032258,36.2,"2,417",78.0,286,823,"1,109",35.77,898,"1,930",368,518,71.0
Princeton (Ivy League),1.0,22-23,436,385,1.13,12.03125,34.2,"2,416",75.5,325,923,"1,248",39.0,867,"1,906",410,576,71.2
Troy (Sun Belt),0.0,22-23,447,424,1.05,12.848484848484848,32.0,"2,414",73.2,362,789,"1,151",34.88,858,"1,945",443,632,70.1
Army West Point (Patriot),0.0,22-23,432,427,1.01,12.93939393939394,35.1,"2,412",73.1,280,852,"1,132",34.3,885,"1,853",390,570,68.4
Michigan St. (Big Ten),1.0,22-23,497,370,1.34,10.882352941176473,39.3,"2,411",70.9,307,906,"1,213",35.68,879,"1,944",401,528,75.9
North Dakota St. (Summit League),0.0,22-23,370,379,0.98,11.484848484848484,33.6,"2,404",72.8,281,910,"1,191",36.09,866,"1,904",425,597,71.2
Nevada (Mountain West),1.0,22-23,474,339,1.4,10.272727272727272,35.1,"2,397",72.6,245,856,"1,101",33.36,799,"1,794",561,708,79.2
UC Davis (Big West),0.0,22-23,389,471,0.83,14.71875,34.0,"2,392",74.8,377,809,"1,186",37.06,809,"1,820",560,790,70.9
San Diego (WCC),0.0,22-23,398,355,1.12,11.451612903225806,35.3,"2,391",77.1,314,713,"1,027",33.13,849,"1,882",449,587,76.5
Colorado St. (Mountain West),0.0,22-23,545,368,1.48,11.151515151515152,36.4,"2,391",72.5,197,817,"1,014",30.73,873,"1,790",394,529,74.5
Southern California (Pac-12),1.0,22-23,445,410,1.09,12.424242424242424,34.5,"2,389",72.4,310,854,"1,164",35.27,855,"1,878",465,624,74.5
Saint Joseph's (Atlantic 10),0.0,22-23,399,421,0.95,12.757575757575758,32.9,"2,388",72.4,342,800,"1,142",34.61,818,"1,920",462,657,70.3
Bryant (America East),0.0,22-23,403,402,1.0,13.4,34.0,"2,381",79.4,318,861,"1,179",39.3,848,"1,821",442,602,73.4
Stetson (ASUN),0.0,22-23,429,329,1.3,10.612903225806452,38.3,"2,381",76.8,320,765,"1,085",35.0,857,"1,860",356,461,77.2
North Dakota (Summit League),0.0,22-23,394,378,1.04,11.454545454545457,35.0,"2,380",72.1,304,797,"1,101",33.36,858,"1,945",360,527,68.3
UMBC (America East),0.0,22-23,456,323,1.41,10.09375,34.1,"2,378",74.3,297,796,"1,093",34.16,869,"1,931",383,511,75.0
UNLV (Mountain West),0.0,22-23,411,394,1.04,12.3125,34.9,"2,376",74.2,335,746,"1,081",33.78,819,"1,895",476,658,72.3
Fordham (Atlantic 10),0.0,22-23,418,446,0.94,13.515151515151516,31.8,"2,376",72.0,356,863,"1,219",36.94,797,"1,901",530,715,74.1
Campbell (Big South),0.0,22-23,416,404,1.03,11.882352941176473,33.4,"2,374",69.8,267,799,"1,066",31.35,830,"1,777",486,691,70.3
La Salle (Atlantic 10),0.0,22-23,408,427,0.96,12.558823529411764,34.2,"2,374",69.8,384,833,"1,217",35.79,863,"2,037",400,577,69.3
Morehead St. (OVC),0.0,22-23,467,403,1.16,11.852941176470589,34.8,"2,374",69.8,325,887,"1,212",35.65,823,"1,889",474,654,72.5
Syracuse (ACC),0.0,22-23,459,373,1.23,11.65625,36.2,"2,372",74.1,324,789,"1,113",34.78,871,"1,883",432,577,74.9
Northern Ky. (Horizon),1.0,22-23,468,395,1.18,11.285714285714286,34.2,"2,372",67.8,394,742,"1,136",32.46,851,"1,997",387,556,69.6
Towson (CAA),0.0,22-23,461,404,1.14,12.242424242424242,36.7,"2,368",71.8,407,825,"1,232",37.33,860,"1,922",405,572,70.8
Alabama (SEC),1.0,23-24,545,407,1.34,11.970588235294118,37.1,"3,085",90.7,464,974,"1,438",39.94,"1,110","2,327",641,831,77.1
Florida (SEC),1.0,23-24,546,420,1.3,11.666666666666666,34.5,"3,080",85.6,527,995,"1,522",42.28,"1,077","2,351",646,903,71.5
Arizona (Pac-12),1.0,23-24,651,421,1.55,12.028571428571428,36.6,"3,065",87.6,471,"1,062","1,533",42.58,"1,124","2,321",605,844,71.7
Indiana St. (MVC),0.0,23-24,636,422,1.51,11.72222222222222,38.3,"3,047",84.6,265,"1,048","1,313",35.49,"1,113","2,198",591,744,79.4
Illinois (Big Ten),1.0,23-24,483,382,1.26,10.61111111111111,34.9,"3,044",84.6,486,"1,068","1,554",40.89,"1,104","2,356",643,874,73.6
Samford (SoCon),1.0,23-24,619,455,1.36,13.0,39.5,"3,012",86.1,371,881,"1,252",35.77,"1,054","2,152",553,765,72.3
James Madison (Sun Belt),1.0,23-24,577,392,1.47,10.88888888888889,36.0,"2,995",83.2,415,975,"1,390",38.61,"1,073","2,254",542,771,70.3
North Carolina (ACC),1.0,23-24,519,365,1.42,10.13888888888889,35.9,"2,945",81.8,452,"1,068","1,520",41.08,"1,046","2,323",639,842,75.9
Kentucky (SEC),1.0,23-24,579,352,1.64,10.666666666666666,40.9,"2,938",89.0,332,909,"1,241",37.61,"1,055","2,132",501,649,77.2
UConn (Big East),1.0,23-24,672,351,1.91,9.75,35.8,"2,936",81.6,443,"1,038","1,481",38.97,"1,116","2,243",539,727,74.1
Purdue (Big Ten),1.0,23-24,659,398,1.66,11.371428571428572,40.6,"2,936",83.9,456,"1,052","1,508",40.76,"1,063","2,163",655,913,71.7
Colorado (Pac-12),1.0,23-24,600,467,1.28,12.62162162162162,39.1,"2,935",79.3,368,999,"1,367",36.95,"1,049","2,121",583,744,78.4
New Mexico (Mountain West),1.0,23-24,524,361,1.45,10.02777777777778,32.8,"2,916",81.0,462,967,"1,429",39.69,"1,067","2,343",549,776,70.7
Auburn (SEC),1.0,23-24,622,374,1.66,10.685714285714283,35.2,"2,909",83.1,393,930,"1,323",37.8,"1,010","2,121",609,812,75.0
NC State (ACC),1.0,23-24,496,362,1.37,9.526315789473683,34.7,"2,908",76.5,409,"1,010","1,419",35.48,"1,096","2,426",579,790,73.3
Gonzaga (WCC),1.0,23-24,571,336,1.7,9.882352941176473,36.1,"2,891",85.0,379,976,"1,355",38.71,"1,120","2,162",476,660,72.1
High Point (Big South),0.0,23-24,412,381,1.08,11.205882352941176,34.1,"2,872",84.5,476,964,"1,440",40.0,999,"2,163",722,928,77.8
Arkansas St. (Sun Belt),0.0,23-24,520,407,1.28,11.305555555555555,34.4,"2,837",78.8,489,930,"1,419",38.35,"1,021","2,313",534,761,70.2
Col. of Charleston (CAA),1.0,23-24,536,348,1.54,9.942857142857145,34.3,"2,832",80.9,457,935,"1,392",39.77,"1,006","2,278",452,626,72.2
Marquette (Big East),1.0,23-24,579,360,1.61,10.0,35.2,"2,830",78.6,322,890,"1,212",32.76,"1,078","2,256",405,576,70.3
Iowa (Big Ten),0.0,23-24,606,327,1.85,9.617647058823527,35.1,"2,827",83.1,333,877,"1,210",35.59,"1,025","2,154",551,712,77.4
Purdue Fort Wayne (Horizon),0.0,23-24,473,366,1.29,10.457142857142856,36.1,"2,819",80.5,302,871,"1,173",32.58,"1,043","2,231",460,654,70.3
Baylor (Big 12),1.0,23-24,514,421,1.22,12.028571428571428,38.9,"2,814",80.4,399,830,"1,229",35.11,967,"2,001",579,791,73.2
Drake (MVC),1.0,23-24,559,337,1.66,9.628571428571428,36.6,"2,797",79.9,278,924,"1,202",34.34,992,"2,079",513,681,75.3
Fla. Atlantic (AAC),1.0,23-24,505,388,1.3,11.411764705882351,35.1,"2,789",82.0,396,898,"1,294",38.06,992,"2,074",521,724,72.0
Utah St. (Mountain West),1.0,23-24,572,385,1.49,11.0,33.3,"2,788",79.7,332,922,"1,254",35.83,999,"2,036",564,783,72.0
Long Beach St. (Big West),1.0,23-24,550,455,1.21,12.63888888888889,30.5,"2,786",77.4,450,949,"1,399",38.86,993,"2,239",606,855,70.9
Milwaukee (Horizon),0.0,23-24,498,439,1.13,12.542857142857144,32.2,"2,782",79.5,473,891,"1,364",38.97,980,"2,198",545,750,72.7
Grand Canyon (WAC),1.0,23-24,424,430,0.99,12.285714285714286,33.6,"2,769",79.1,412,923,"1,335",38.14,924,"2,008",676,903,74.9
BYU (Big 12),1.0,23-24,629,364,1.73,10.705882352941176,34.8,"2,768",81.4,405,938,"1,343",39.5,992,"2,155",406,547,74.2
Montana (Big Sky),0.0,23-24,537,371,1.45,10.305555555555555,35.8,"2,768",76.9,299,928,"1,227",34.08,"1,007","2,075",477,602,79.2
Wright St. (Horizon),0.0,23-24,529,379,1.4,11.84375,38.3,"2,767",86.5,290,821,"1,111",34.72,"1,033","1,948",483,638,75.7
Denver (Summit League),0.0,23-24,444,340,1.31,10.0,34.8,"2,755",81.0,348,865,"1,213",35.68,946,"2,103",569,779,73.0
Oakland (Horizon),1.0,23-24,522,396,1.32,11.0,35.5,"2,751",76.4,383,909,"1,292",35.89,966,"2,166",501,667,75.1
Utah (Pac-12),0.0,23-24,613,404,1.52,11.542857142857144,36.3,"2,751",78.6,365,"1,044","1,409",39.14,"1,082","2,309",406,625,65.0
Creighton (Big East),1.0,23-24,575,363,1.58,10.676470588235292,36.8,"2,740",80.6,294,"1,040","1,334",38.11,"1,016","2,101",408,518,78.8
Fairfield (MAAC),0.0,23-24,486,381,1.28,10.583333333333334,36.3,"2,736",76.0,368,871,"1,239",33.49,991,"2,221",470,620,75.8
Texas A&M (SEC),1.0,23-24,412,346,1.19,9.61111111111111,29.3,"2,736",76.0,627,914,"1,541",42.81,926,"2,304",629,890,70.7
Wake Forest (ACC),0.0,23-24,429,375,1.14,10.714285714285714,36.4,"2,733",78.1,296,901,"1,197",34.2,968,"2,042",519,653,79.5
Western Ky. (CUSA),1.0,23-24,454,470,0.97,13.823529411764708,34.0,"2,728",80.2,361,997,"1,358",39.94,996,"2,138",503,699,72.0
Oregon (Pac-12),1.0,23-24,497,366,1.36,10.166666666666666,33.8,"2,721",75.6,357,881,"1,238",34.39,982,"2,145",494,687,71.9
McNeese (Southland),1.0,23-24,506,329,1.54,9.676470588235292,38.3,"2,719",80.0,382,844,"1,226",36.06,973,"1,997",516,745,69.3
Iowa St. (Big 12),1.0,23-24,573,378,1.52,10.5,35.8,"2,718",75.5,393,861,"1,254",33.89,"1,002","2,164",537,765,70.2
Cleveland St. (Horizon),0.0,23-24,477,370,1.29,10.27777777777778,33.3,"2,717",75.5,455,812,"1,267",35.19,"1,005","2,246",475,711,66.8
Duke (ACC),1.0,23-24,526,326,1.61,9.588235294117649,37.7,"2,712",79.8,383,936,"1,319",36.64,"1,004","2,112",524,725,72.3
UAB (AAC),1.0,23-24,473,406,1.17,11.6,32.7,"2,711",77.5,451,878,"1,329",37.97,937,"2,085",622,834,74.6
Colorado St. (Mountain West),1.0,23-24,648,376,1.72,10.444444444444445,33.8,"2,707",75.2,283,920,"1,203",33.42,980,"2,024",483,642,75.2
San Diego St. (Mountain West),1.0,23-24,472,401,1.18,11.13888888888889,31.5,"2,690",74.7,432,966,"1,398",37.78,954,"2,167",575,784,73.3
Tennessee (SEC),1.0,23-24,567,356,1.59,10.470588235294118,34.4,"2,688",79.1,419,974,"1,393",38.69,979,"2,223",563,750,75.1
Wisconsin (Big Ten),1.0,23-24,458,358,1.28,9.944444444444445,34.9,"2,688",74.7,362,862,"1,224",34.0,952,"2,067",528,699,75.5
TCU (Big 12),1.0,23-24,575,438,1.31,12.882352941176473,35.4,"2,687",79.0,433,830,"1,263",37.15,964,"2,089",535,732,73.1
Stetson (ASUN),1.0,23-24,465,369,1.26,10.542857142857144,36.5,"2,687",76.8,339,877,"1,216",34.74,950,"2,053",474,619,76.6
Cincinnati (Big 12),0.0,23-24,529,432,1.22,12.0,33.0,"2,684",74.6,492,968,"1,460",39.46,"1,023","2,310",439,638,68.8
UNC Asheville (Big South),0.0,23-24,534,403,1.33,11.852941176470589,36.5,"2,682",78.9,319,863,"1,182",34.76,906,"1,950",593,799,74.2
South Dakota St. (Summit League),1.0,23-24,450,395,1.14,11.285714285714286,36.5,"2,675",76.4,289,951,"1,240",35.43,977,"2,029",421,593,71.0
Houston (Big 12),1.0,23-24,474,320,1.48,8.88888888888889,34.8,"2,669",74.1,497,877,"1,374",37.14,981,"2,233",472,687,68.7
Boston College (ACC),0.0,23-24,509,376,1.35,10.444444444444445,36.2,"2,667",74.1,338,933,"1,271",35.31,982,"2,155",404,539,75.0
App State (Sun Belt),0.0,23-24,498,365,1.36,10.735294117647058,33.2,"2,665",78.4,373,"1,043","1,416",41.65,997,"2,100",447,657,68.0
VCU (Atlantic 10),0.0,23-24,507,449,1.13,12.135135135135137,35.3,"2,643",71.4,343,993,"1,336",35.16,906,"2,059",563,721,78.1
Nebraska (Big Ten),1.0,23-24,521,377,1.38,11.088235294117649,35.7,"2,643",77.7,326,954,"1,280",37.65,912,"2,017",500,658,76.0
San Francisco (WCC),0.0,23-24,554,392,1.41,11.529411764705882,35.5,"2,643",77.7,320,839,"1,159",34.09,995,"2,044",360,477,75.5
Saint Joseph's (Atlantic 10),0.0,23-24,513,401,1.28,11.457142857142856,35.2,"2,641",75.5,353,900,"1,253",35.8,928,"2,084",434,598,72.6
Ohio St. (Big Ten),0.0,23-24,486,371,1.31,10.6,34.5,"2,641",75.5,394,941,"1,335",37.08,957,"2,126",550,717,76.7
UC Irvine (Big West),0.0,23-24,529,393,1.35,11.558823529411764,34.9,"2,639",77.6,360,927,"1,287",37.85,967,"2,035",508,675,75.3
Morehead St. (OVC),1.0,23-24,526,413,1.27,11.8,36.1,"2,635",75.3,407,965,"1,372",39.2,944,"2,021",418,592,70.6
Montana St. (Big Sky),1.0,23-24,463,408,1.13,11.657142857142857,37.0,"2,635",75.3,237,831,"1,068",30.51,941,"2,012",434,596,72.8
Quinnipiac (MAAC),0.0,23-24,479,423,1.13,12.441176470588236,35.1,"2,630",77.4,369,887,"1,256",36.94,938,"2,089",500,645,77.5
Little Rock (OVC),0.0,23-24,502,417,1.2,12.264705882352942,34.5,"2,628",77.3,369,875,"1,244",36.59,957,"2,024",497,664,74.8
Lipscomb (ASUN),0.0,23-24,465,321,1.45,10.03125,38.0,"2,626",82.1,244,820,"1,064",33.25,960,"1,946",409,533,76.7
Clemson (ACC),1.0,23-24,501,345,1.45,10.147058823529411,35.1,"2,626",77.2,326,982,"1,308",36.33,991,"2,115",507,650,78.0
Howard (MEAC),1.0,23-24,485,541,0.9,15.457142857142856,37.1,"2,623",74.9,395,862,"1,257",35.91,868,"1,932",606,807,75.1
Furman (SoCon),0.0,23-24,535,391,1.37,11.848484848484848,32.4,"2,623",79.5,371,876,"1,247",37.79,911,"2,054",481,661,72.8
Austin Peay (ASUN),0.0,23-24,388,308,1.26,8.8,36.1,"2,619",74.8,378,810,"1,188",33.94,941,"2,105",460,652,70.6
Georgia (SEC),0.0,23-24,414,399,1.04,11.4,34.4,"2,618",74.8,358,929,"1,287",35.75,943,"2,195",578,803,72.0
Northern Colo. (Big Sky),0.0,23-24,482,368,1.31,11.151515151515152,34.8,"2,617",79.3,270,887,"1,157",35.06,969,"1,997",425,583,72.9
Longwood (Big South),1.0,23-24,446,444,1.0,12.685714285714283,34.1,"2,615",74.7,470,873,"1,343",38.37,931,"2,053",552,804,68.7
UT Arlington (WAC),0.0,23-24,536,526,1.02,15.470588235294118,35.4,"2,614",76.9,404,871,"1,275",37.5,880,"1,981",549,747,73.5
Duquesne (Atlantic 10),1.0,23-24,497,433,1.15,11.702702702702704,34.0,"2,611",70.6,389,899,"1,288",34.81,921,"2,110",490,681,72.0
UT Martin (OVC),0.0,23-24,415,366,1.13,11.4375,35.8,"2,609",81.5,325,994,"1,319",41.22,908,"2,045",514,667,77.1
St. John's (NY) (Big East),0.0,23-24,518,360,1.44,10.909090909090908,34.1,"2,602",78.8,476,803,"1,279",38.76,970,"2,139",425,584,72.8
Youngstown St. (Horizon),0.0,23-24,490,353,1.39,11.03125,32.3,"2,598",81.2,409,870,"1,279",39.97,931,"2,064",454,589,77.1
Bryant (America East),0.0,23-24,487,393,1.24,11.909090909090908,33.9,"2,598",78.7,259,987,"1,246",37.76,954,"2,087",417,623,66.9
Mississippi St. (SEC),1.0,23-24,491,455,1.08,13.0,32.1,"2,593",74.1,436,897,"1,333",38.09,917,"2,027",508,758,67.0
Bradley (MVC),0.0,23-24,463,423,1.09,12.085714285714284,36.6,"2,592",74.1,324,890,"1,214",34.69,943,"1,999",400,550,72.7
Eastern Wash. (Big Sky),0.0,23-24,562,422,1.33,13.1875,36.4,"2,586",80.8,258,825,"1,083",33.84,894,"1,783",525,681,77.1
Nevada (Mountain West),1.0,23-24,511,342,1.49,10.058823529411764,36.3,"2,582",75.9,302,865,"1,167",34.32,881,"1,860",593,824,72.0
Chattanooga (SoCon),0.0,23-24,447,393,1.14,11.909090909090908,35.9,"2,581",78.2,305,901,"1,206",36.55,892,"1,915",448,601,74.5
Washington (Pac-12),0.0,23-24,482,374,1.29,11.6875,35.4,"2,579",80.6,301,850,"1,151",35.97,931,"1,980",459,636,72.2
Xavier (Big East),0.0,23-24,551,396,1.39,11.647058823529411,34.2,"2,579",75.9,401,896,"1,297",38.15,923,"2,116",501,672,74.6
Seattle U (WAC),0.0,23-24,463,450,1.03,12.857142857142858,34.6,"2,578",73.7,373,996,"1,369",37.0,956,"2,143",537,730,73.6
Akron (MAC),1.0,23-24,455,394,1.15,11.257142857142858,32.4,"2,577",73.6,363,915,"1,278",36.51,915,"2,018",467,642,72.7
Memphis (AAC),0.0,23-24,438,419,1.05,13.09375,35.0,"2,574",80.4,383,802,"1,185",37.03,897,"1,952",514,709,72.5
Washington St. (Pac-12),1.0,23-24,435,383,1.14,10.942857142857145,33.9,"2,574",73.5,391,926,"1,317",37.63,948,"2,046",455,646,70.4
Stony Brook (CAA),0.0,23-24,424,359,1.18,10.257142857142858,35.7,"2,573",73.5,336,944,"1,280",36.57,921,"2,101",454,614,73.9
Belmont (MVC),0.0,23-24,504,402,1.25,12.181818181818182,37.1,"2,570",77.9,237,893,"1,130",34.24,922,"1,939",425,588,72.3
Kansas (Big 12),1.0,23-24,647,397,1.63,11.676470588235292,33.2,"2,569",75.6,280,948,"1,228",36.12,960,"1,967",454,630,72.1
Lamar University (Southland),0.0,23-24,544,426,1.28,12.909090909090908,34.6,"2,568",77.8,412,845,"1,257",38.09,912,"2,025",496,679,73.0
Kennesaw St. (ASUN),0.0,23-24,460,374,1.23,12.064516129032258,32.9,"2,568",82.8,380,824,"1,204",38.84,908,"2,035",460,682,67.4
Arkansas (SEC),0.0,23-24,387,395,0.98,11.969696969696969,31.8,"2,566",77.8,281,858,"1,139",34.52,859,"1,898",649,859,75.6
Texas (Big 12),1.0,23-24,512,393,1.3,11.558823529411764,35.5,"2,563",75.4,339,840,"1,179",34.68,932,"1,988",454,600,75.7
Texas Tech (Big 12),1.0,23-24,501,378,1.33,11.117647058823527,35.9,"2,561",75.3,338,850,"1,188",34.94,877,"1,943",518,664,78.0
UMass Lowell (America East),0.0,23-24,406,425,0.96,13.28125,32.9,"2,561",80.0,367,938,"1,305",40.78,913,"1,924",549,746,73.6
Toledo (MAC),0.0,23-24,430,342,1.26,10.6875,37.6,"2,560",80.0,318,763,"1,081",33.78,920,"1,926",513,680,75.4
Michigan St. (Big Ten),1.0,23-24,558,350,1.59,10.0,36.3,"2,551",72.9,353,862,"1,215",34.71,949,"2,058",426,602,70.8
Temple (AAC),0.0,23-24,402,357,1.13,9.916666666666666,31.8,"2,551",70.9,406,898,"1,304",36.22,876,"2,214",503,709,70.9
CSUN (Big West),0.0,23-24,472,481,0.98,14.147058823529411,30.7,"2,551",75.0,402,960,"1,362",40.06,940,"2,065",506,757,66.8
Ohio (MAC),0.0,23-24,464,321,1.45,9.727272727272728,35.6,"2,551",77.3,333,820,"1,153",34.94,901,"1,987",455,623,73.0
Minnesota (Big Ten),0.0,23-24,588,408,1.44,12.0,35.5,"2,550",75.0,343,844,"1,187",34.91,910,"1,930",462,670,69.0
Virginia Tech (ACC),0.0,23-24,514,376,1.37,11.058823529411764,34.8,"2,547",74.9,263,838,"1,101",32.38,886,"1,905",499,629,79.3
Troy (Sun Belt),0.0,23-24,438,441,0.99,13.78125,35.1,"2,546",79.6,427,803,"1,230",38.44,859,"1,950",552,753,73.3
Butler (Big East),0.0,23-24,499,361,1.38,10.93939393939394,35.5,"2,544",77.1,308,854,"1,162",35.21,922,"2,036",424,536,79.1
Kent St. (MAC),0.0,23-24,436,403,1.08,11.852941176470589,35.8,"2,544",74.8,377,801,"1,178",34.65,890,"2,016",482,646,74.6
Tulane (AAC),0.0,23-24,440,347,1.27,11.193548387096774,35.7,"2,540",81.9,217,813,"1,030",33.23,856,"1,798",595,813,73.2
Santa Clara (WCC),0.0,23-24,497,422,1.18,12.787878787878787,35.4,"2,538",76.9,397,899,"1,296",39.27,912,"1,984",443,620,71.5
SMU (AAC),0.0,23-24,517,372,1.39,11.272727272727272,34.1,"2,535",76.8,480,834,"1,314",39.82,934,"2,089",416,606,68.6
Providence (Big East),0.0,23-24,477,424,1.13,12.114285714285714,32.5,"2,534",72.4,321,936,"1,257",35.91,891,"2,011",462,640,72.2
Norfolk St. (MEAC),0.0,23-24,425,412,1.03,12.117647058823527,34.0,"2,533",74.5,384,821,"1,205",34.43,908,"1,978",569,788,72.2
Florida St. (ACC),0.0,23-24,406,392,1.04,11.87878787878788,31.7,"2,526",76.5,336,762,"1,098",33.27,903,"1,995",520,735,70.7
LSU (SEC),0.0,23-24,388,434,0.89,13.151515151515152,35.7,"2,520",76.4,345,832,"1,177",35.67,868,"1,907",528,730,72.3
UAlbany (America East),0.0,23-24,411,425,0.97,13.28125,33.0,"2,517",78.7,364,789,"1,153",36.03,918,"2,059",431,594,72.6
